notch,srg,mcp
awz,net/minecraft/world/gen/layer/GenLayerEdge$SwitchMode,net/minecraft/world/gen/layer/GenLayerEdge$SwitchMode
axb,net/minecraft/world/gen/layer/GenLayerAddIsland,net/minecraft/world/gen/layer/GenLayerAddIsland
axa,net/minecraft/world/gen/layer/GenLayerEdge$Mode,net/minecraft/world/gen/layer/GenLayerEdge$Mode
axd,net/minecraft/world/gen/layer/GenLayerAddSnow,net/minecraft/world/gen/layer/GenLayerAddSnow
axc,net/minecraft/world/gen/layer/GenLayerAddMushroomIsland,net/minecraft/world/gen/layer/GenLayerAddMushroomIsland
axf,net/minecraft/world/gen/layer/GenLayerBiome,net/minecraft/world/gen/layer/GenLayerBiome
axe,net/minecraft/world/gen/layer/GenLayerBiomeEdge,net/minecraft/world/gen/layer/GenLayerBiomeEdge
axj,net/minecraft/world/gen/layer/GenLayerFuzzyZoom,net/minecraft/world/gen/layer/GenLayerFuzzyZoom
axl,net/minecraft/world/gen/layer/IntCache,net/minecraft/world/gen/layer/IntCache
axn,net/minecraft/world/gen/layer/GenLayer,net/minecraft/world/gen/layer/GenLayer
axm,net/minecraft/world/gen/layer/GenLayerIsland,net/minecraft/world/gen/layer/GenLayerIsland
axp,net/minecraft/world/gen/layer/GenLayer$2,net/minecraft/world/gen/layer/GenLayer$2
axo,net/minecraft/world/gen/layer/GenLayer$1,net/minecraft/world/gen/layer/GenLayer$1
axr,net/minecraft/world/gen/layer/GenLayerHills,net/minecraft/world/gen/layer/GenLayerHills
axq,net/minecraft/world/gen/layer/GenLayerRareBiome,net/minecraft/world/gen/layer/GenLayerRareBiome
axt,net/minecraft/world/gen/layer/GenLayerRiverInit,net/minecraft/world/gen/layer/GenLayerRiverInit
axs,net/minecraft/world/gen/layer/GenLayerRemoveTooMuchOcean,net/minecraft/world/gen/layer/GenLayerRemoveTooMuchOcean
axv,net/minecraft/world/gen/layer/GenLayerRiverMix,net/minecraft/world/gen/layer/GenLayerRiverMix
axu,net/minecraft/world/gen/layer/GenLayerRiver,net/minecraft/world/gen/layer/GenLayerRiver
axx,net/minecraft/world/gen/layer/GenLayerSmooth,net/minecraft/world/gen/layer/GenLayerSmooth
axw,net/minecraft/world/gen/layer/GenLayerShore,net/minecraft/world/gen/layer/GenLayerShore
ayc,net/minecraft/world/gen/layer/GenLayerZoom,net/minecraft/world/gen/layer/GenLayerZoom
ayb,net/minecraft/world/gen/layer/GenLayerVoronoiZoom,net/minecraft/world/gen/layer/GenLayerVoronoiZoom
aye,net/minecraft/pathfinding/PathPoint,net/minecraft/pathfinding/PathPoint
ayd,net/minecraft/pathfinding/Path,net/minecraft/pathfinding/Path
ayg,net/minecraft/pathfinding/PathFinder,net/minecraft/pathfinding/PathFinder
ayf,net/minecraft/pathfinding/PathEntity,net/minecraft/pathfinding/PathEntity
ayi,net/minecraft/world/storage/MapData,net/minecraft/world/storage/MapData
ayk,net/minecraft/world/storage/MapData$MapCoord,net/minecraft/world/storage/MapData$MapCoord
ayj,net/minecraft/world/storage/MapData$MapInfo,net/minecraft/world/storage/MapData$MapInfo
aym,net/minecraft/world/chunk/storage/AnvilSaveHandler,net/minecraft/world/chunk/storage/AnvilSaveHandler
ayl,net/minecraft/world/WorldSavedData,net/minecraft/world/WorldSavedData
ayo,net/minecraft/world/chunk/storage/AnvilSaveConverter$1,net/minecraft/world/chunk/storage/AnvilSaveConverter$1
ayn,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/chunk/storage/AnvilSaveConverter
ayq,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/SaveHandler
ayp,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/DerivedWorldInfo
ays,net/minecraft/world/storage/WorldInfo,net/minecraft/world/storage/WorldInfo
ayr,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/SaveFormatOld
ayu,net/minecraft/world/storage/WorldInfo$2,net/minecraft/world/storage/WorldInfo$2
ayt,net/minecraft/world/storage/WorldInfo$1,net/minecraft/world/storage/WorldInfo$1
ayw,net/minecraft/world/storage/WorldInfo$4,net/minecraft/world/storage/WorldInfo$4
ayv,net/minecraft/world/storage/WorldInfo$3,net/minecraft/world/storage/WorldInfo$3
ayy,net/minecraft/world/storage/WorldInfo$6,net/minecraft/world/storage/WorldInfo$6
ayx,net/minecraft/world/storage/WorldInfo$5,net/minecraft/world/storage/WorldInfo$5
ayz,net/minecraft/world/storage/WorldInfo$7,net/minecraft/world/storage/WorldInfo$7
azb,net/minecraft/world/storage/WorldInfo$9,net/minecraft/world/storage/WorldInfo$9
aza,net/minecraft/world/storage/WorldInfo$8,net/minecraft/world/storage/WorldInfo$8
azd,net/minecraft/client/AnvilConverterException,net/minecraft/client/AnvilConverterException
azc,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/ISaveHandler
azf,net/minecraft/world/storage/SaveFormatComparator,net/minecraft/world/storage/SaveFormatComparator
aze,net/minecraft/world/storage/ISaveFormat,net/minecraft/world/storage/ISaveFormat
azp,net/minecraft/world/storage/IPlayerFileData,net/minecraft/world/storage/IPlayerFileData
azo,net/minecraft/world/storage/SaveHandlerMP,net/minecraft/world/storage/SaveHandlerMP
azr,net/minecraft/world/storage/ThreadedFileIOBase,net/minecraft/world/storage/ThreadedFileIOBase
azq,net/minecraft/world/storage/MapStorage,net/minecraft/world/storage/MapStorage
azt,net/minecraft/util/AxisAlignedBB,net/minecraft/util/AxisAlignedBB
azs,net/minecraft/world/storage/IThreadedFileIO,net/minecraft/world/storage/IThreadedFileIO
azv,net/minecraft/util/MovingObjectPosition$MovingObjectType,net/minecraft/util/MovingObjectPosition$MovingObjectType
azu,net/minecraft/util/MovingObjectPosition,net/minecraft/util/MovingObjectPosition
azx,net/minecraft/scoreboard/ScoreObjective,net/minecraft/scoreboard/ScoreObjective
azw,net/minecraft/util/Vec3,net/minecraft/util/Vec3
azz,net/minecraft/scoreboard/Score,net/minecraft/scoreboard/Score
azy,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/ScorePlayerTeam
net/minecraft/realms/RealmsSharedConstants,net/minecraft/realms/RealmsSharedConstants,net/minecraft/realms/RealmsSharedConstants
baa,net/minecraft/scoreboard/Score$1,net/minecraft/scoreboard/Score$1
bad,net/minecraft/scoreboard/ScoreboardSaveData,net/minecraft/scoreboard/ScoreboardSaveData
bac,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/Scoreboard
baf,net/minecraft/scoreboard/ScoreDummyCriteria,net/minecraft/scoreboard/ScoreDummyCriteria
bae,net/minecraft/scoreboard/Team,net/minecraft/scoreboard/Team
bah,net/minecraft/scoreboard/IScoreObjectiveCriteria,net/minecraft/scoreboard/IScoreObjectiveCriteria
bag,net/minecraft/scoreboard/ScoreHealthCriteria,net/minecraft/scoreboard/ScoreHealthCriteria
baj,net/minecraft/client/renderer/ActiveRenderInfo,net/minecraft/client/renderer/ActiveRenderInfo
bai,net/minecraft/stats/ObjectiveStat,net/minecraft/stats/ObjectiveStat
bal,net/minecraft/client/settings/KeyBinding,net/minecraft/client/settings/KeyBinding
bak,net/minecraft/client/gui/ChatLine,net/minecraft/client/gui/ChatLine
ban,net/minecraft/client/renderer/GLAllocation,net/minecraft/client/renderer/GLAllocation
bam,net/minecraft/client/renderer/RenderHelper,net/minecraft/client/renderer/RenderHelper
bap,net/minecraft/client/Minecraft$1,net/minecraft/client/Minecraft$1
bao,net/minecraft/client/Minecraft,net/minecraft/client/Minecraft
bar,net/minecraft/client/Minecraft$11,net/minecraft/client/Minecraft$11
baq,net/minecraft/client/Minecraft$10,net/minecraft/client/Minecraft$10
bat,net/minecraft/client/Minecraft$13,net/minecraft/client/Minecraft$13
bas,net/minecraft/client/Minecraft$12,net/minecraft/client/Minecraft$12
bav,net/minecraft/client/Minecraft$15,net/minecraft/client/Minecraft$15
bau,net/minecraft/client/Minecraft$14,net/minecraft/client/Minecraft$14
bax,net/minecraft/client/Minecraft$SwitchMovingObjectType,net/minecraft/client/Minecraft$SwitchMovingObjectType
baw,net/minecraft/client/Minecraft$16,net/minecraft/client/Minecraft$16
baz,net/minecraft/client/Minecraft$3,net/minecraft/client/Minecraft$3
bay,net/minecraft/client/Minecraft$2,net/minecraft/client/Minecraft$2
bba,net/minecraft/client/Minecraft$4,net/minecraft/client/Minecraft$4
aa,net/minecraft/command/ICommand,net/minecraft/command/ICommand
ab,net/minecraft/command/ICommandManager,net/minecraft/command/ICommandManager
bbc,net/minecraft/client/Minecraft$6,net/minecraft/client/Minecraft$6
ac,net/minecraft/command/ICommandSender,net/minecraft/command/ICommandSender
ad,net/minecraft/command/PlayerSelector,net/minecraft/command/PlayerSelector
bbb,net/minecraft/client/Minecraft$5,net/minecraft/client/Minecraft$5
ae,net/minecraft/command/server/CommandAchievement,net/minecraft/command/server/CommandAchievement
bbe,net/minecraft/client/Minecraft$8,net/minecraft/client/Minecraft$8
af,net/minecraft/command/server/CommandBanIp,net/minecraft/command/server/CommandBanIp
bbd,net/minecraft/client/Minecraft$7,net/minecraft/client/Minecraft$7
ag,net/minecraft/command/server/CommandBanPlayer,net/minecraft/command/server/CommandBanPlayer
bbg,net/minecraft/util/MouseHelper,net/minecraft/util/MouseHelper
bbf,net/minecraft/client/Minecraft$9,net/minecraft/client/Minecraft$9
ah,net/minecraft/command/server/CommandBroadcast,net/minecraft/command/server/CommandBroadcast
ai,net/minecraft/command/CommandClearInventory,net/minecraft/command/CommandClearInventory
aj,net/minecraft/command/server/CommandDeOp,net/minecraft/command/server/CommandDeOp
bbh,net/minecraft/client/renderer/OpenGlCapsChecker,net/minecraft/client/renderer/OpenGlCapsChecker
ak,net/minecraft/command/CommandDebug,net/minecraft/command/CommandDebug
bbk,net/minecraft/client/settings/GameSettings$1,net/minecraft/client/settings/GameSettings$1
bbj,net/minecraft/client/settings/GameSettings,net/minecraft/client/settings/GameSettings
al,net/minecraft/command/CommandDefaultGameMode,net/minecraft/command/CommandDefaultGameMode
am,net/minecraft/command/CommandEffect,net/minecraft/command/CommandEffect
bbm,net/minecraft/client/settings/GameSettings$Options,net/minecraft/client/settings/GameSettings$Options
an,net/minecraft/command/server/CommandEmote,net/minecraft/command/server/CommandEmote
bbl,net/minecraft/client/settings/GameSettings$SwitchOptions,net/minecraft/client/settings/GameSettings$SwitchOptions
bbo,net/minecraft/client/LoadingScreenRenderer,net/minecraft/client/LoadingScreenRenderer
ao,net/minecraft/command/CommandEnchant,net/minecraft/command/CommandEnchant
bbn,net/minecraft/client/settings/GameSettings$Options$1,net/minecraft/client/settings/GameSettings$Options$1
ap,net/minecraft/command/CommandXP,net/minecraft/command/CommandXP
bbq,net/minecraft/util/MinecraftError,net/minecraft/util/MinecraftError
aq,net/minecraft/command/CommandDifficulty,net/minecraft/command/CommandDifficulty
ar,net/minecraft/command/CommandGameMode,net/minecraft/command/CommandGameMode
bbp,net/minecraft/util/ScreenShotHelper,net/minecraft/util/ScreenShotHelper
as,net/minecraft/command/CommandGameRule,net/minecraft/command/CommandGameRule
bbs,net/minecraft/util/Session,net/minecraft/util/Session
bbr,net/minecraft/util/Timer,net/minecraft/util/Timer
at,net/minecraft/command/CommandGive,net/minecraft/command/CommandGive
au,net/minecraft/command/CommandHelp,net/minecraft/command/CommandHelp
bbu,net/minecraft/client/gui/FontRenderer,net/minecraft/client/gui/FontRenderer
av,net/minecraft/command/CommandServerKick,net/minecraft/command/CommandServerKick
bbt,net/minecraft/util/Session$Type,net/minecraft/util/Session$Type
aw,net/minecraft/command/CommandKill,net/minecraft/command/CommandKill
bbw,net/minecraft/client/gui/Gui,net/minecraft/client/gui/Gui
ax,net/minecraft/command/server/CommandListBans,net/minecraft/command/server/CommandListBans
bbv,net/minecraft/client/gui/GuiIngame,net/minecraft/client/gui/GuiIngame
bby,net/minecraft/client/gui/MapItemRenderer$1,net/minecraft/client/gui/MapItemRenderer$1
ay,net/minecraft/command/server/CommandListPlayers,net/minecraft/command/server/CommandListPlayers
az,net/minecraft/command/server/CommandMessage,net/minecraft/command/server/CommandMessage
bbx,net/minecraft/client/gui/MapItemRenderer,net/minecraft/client/gui/MapItemRenderer
bbz,net/minecraft/client/gui/MapItemRenderer$Instance,net/minecraft/client/gui/MapItemRenderer$Instance
ba,net/minecraft/command/server/CommandMessageRaw,net/minecraft/command/server/CommandMessageRaw
bb,net/minecraft/command/server/CommandNetstat,net/minecraft/command/server/CommandNetstat
bcb,net/minecraft/client/gui/GuiButton,net/minecraft/client/gui/GuiButton
bca,net/minecraft/client/gui/ScaledResolution,net/minecraft/client/gui/ScaledResolution
bc,net/minecraft/command/server/CommandOp,net/minecraft/command/server/CommandOp
bd,net/minecraft/command/server/CommandPardonIp,net/minecraft/command/server/CommandPardonIp
bcd,net/minecraft/client/gui/GuiTextField,net/minecraft/client/gui/GuiTextField
be,net/minecraft/command/server/CommandPardonPlayer,net/minecraft/command/server/CommandPardonPlayer
bcc,net/minecraft/client/gui/GuiNewChat,net/minecraft/client/gui/GuiNewChat
bcf,net/minecraft/client/gui/GuiButtonLanguage,net/minecraft/client/gui/GuiButtonLanguage
bf,net/minecraft/command/CommandPlaySound,net/minecraft/command/CommandPlaySound
bce,net/minecraft/client/gui/GuiLabel,net/minecraft/client/gui/GuiLabel
bg,net/minecraft/command/server/CommandPublishLocalServer,net/minecraft/command/server/CommandPublishLocalServer
bh,net/minecraft/command/server/CommandSaveAll,net/minecraft/command/server/CommandSaveAll
bch,net/minecraft/client/gui/GuiListExtended,net/minecraft/client/gui/GuiListExtended
bi,net/minecraft/command/server/CommandSaveOff,net/minecraft/command/server/CommandSaveOff
bj,net/minecraft/command/server/CommandSaveOn,net/minecraft/command/server/CommandSaveOn
bcj,net/minecraft/client/gui/GuiOptionButton,net/minecraft/client/gui/GuiOptionButton
bci,net/minecraft/client/gui/GuiListExtended$IGuiListEntry,net/minecraft/client/gui/GuiListExtended$IGuiListEntry
bk,net/minecraft/command/server/CommandScoreboard,net/minecraft/command/server/CommandScoreboard
bl,net/minecraft/command/ServerCommandManager,net/minecraft/command/ServerCommandManager
bcl,net/minecraft/client/gui/GuiOptionsRowList$Row,net/minecraft/client/gui/GuiOptionsRowList$Row
bm,net/minecraft/command/server/CommandSetBlock,net/minecraft/command/server/CommandSetBlock
bck,net/minecraft/client/gui/GuiOptionsRowList,net/minecraft/client/gui/GuiOptionsRowList
bn,net/minecraft/command/server/CommandSetDefaultSpawnpoint,net/minecraft/command/server/CommandSetDefaultSpawnpoint
bcn,net/minecraft/client/gui/GuiOptionSlider,net/minecraft/client/gui/GuiOptionSlider
bcm,net/minecraft/client/gui/GuiSlot,net/minecraft/client/gui/GuiSlot
bo,net/minecraft/command/CommandSetPlayerTimeout,net/minecraft/command/CommandSetPlayerTimeout
bp,net/minecraft/command/CommandSetSpawnpoint,net/minecraft/command/CommandSetSpawnpoint
bcp,net/minecraft/client/gui/GuiButtonRealmsProxy,net/minecraft/client/gui/GuiButtonRealmsProxy
bq,net/minecraft/command/CommandShowSeed,net/minecraft/command/CommandShowSeed
bco,net/minecraft/client/gui/GuiStreamIndicator,net/minecraft/client/gui/GuiStreamIndicator
bcr,net/minecraft/client/gui/GuiSlotRealmsProxy,net/minecraft/client/gui/GuiSlotRealmsProxy
br,net/minecraft/command/CommandSpreadPlayers,net/minecraft/command/CommandSpreadPlayers
bcq,net/minecraft/client/gui/GuiScreenRealmsProxy,net/minecraft/client/gui/GuiScreenRealmsProxy
bs,net/minecraft/command/CommandSpreadPlayers$Position,net/minecraft/command/CommandSpreadPlayers$Position
bt,net/minecraft/command/server/CommandStop,net/minecraft/command/server/CommandStop
bct,net/minecraft/client/gui/GuiChat,net/minecraft/client/gui/GuiChat
bu,net/minecraft/command/server/CommandSummon,net/minecraft/command/server/CommandSummon
bcs,net/minecraft/client/gui/ScreenChatOptions,net/minecraft/client/gui/ScreenChatOptions
bv,net/minecraft/command/server/CommandTeleport,net/minecraft/command/server/CommandTeleport
bcv,net/minecraft/client/gui/GuiYesNoCallback,net/minecraft/client/gui/GuiYesNoCallback
bcu,net/minecraft/client/gui/GuiConfirmOpenLink,net/minecraft/client/gui/GuiConfirmOpenLink
bx,net/minecraft/command/server/CommandTestForBlock,net/minecraft/command/server/CommandTestForBlock
bcx,net/minecraft/client/multiplayer/GuiConnecting,net/minecraft/client/multiplayer/GuiConnecting
bcw,net/minecraft/client/gui/GuiYesNo,net/minecraft/client/gui/GuiYesNo
by,net/minecraft/command/server/CommandTestFor,net/minecraft/command/server/CommandTestFor
bz,net/minecraft/command/CommandTime,net/minecraft/command/CommandTime
bcz,net/minecraft/client/gui/GuiCreateFlatWorld,net/minecraft/client/gui/GuiCreateFlatWorld
bcy,net/minecraft/client/multiplayer/GuiConnecting$1,net/minecraft/client/multiplayer/GuiConnecting$1
ca,net/minecraft/command/CommandToggleDownfall,net/minecraft/command/CommandToggleDownfall
bda,net/minecraft/client/gui/GuiCreateFlatWorld$Details,net/minecraft/client/gui/GuiCreateFlatWorld$Details
cb,net/minecraft/command/CommandWeather,net/minecraft/command/CommandWeather
cc,net/minecraft/command/server/CommandWhitelist,net/minecraft/command/server/CommandWhitelist
bdc,net/minecraft/client/gui/GuiGameOver,net/minecraft/client/gui/GuiGameOver
cd,net/minecraft/command/CommandException,net/minecraft/command/CommandException
bdb,net/minecraft/client/gui/GuiCreateWorld,net/minecraft/client/gui/GuiCreateWorld
ce,net/minecraft/command/NumberInvalidException,net/minecraft/command/NumberInvalidException
bde,net/minecraft/client/gui/GuiScreenServerList,net/minecraft/client/gui/GuiScreenServerList
bdd,net/minecraft/client/gui/GuiScreenDemo,net/minecraft/client/gui/GuiScreenDemo
cf,net/minecraft/command/SyntaxErrorException,net/minecraft/command/SyntaxErrorException
cg,net/minecraft/command/PlayerNotFoundException,net/minecraft/command/PlayerNotFoundException
bdg,net/minecraft/client/gui/GuiScreenAddServer,net/minecraft/client/gui/GuiScreenAddServer
ch,net/minecraft/command/CommandNotFoundException,net/minecraft/command/CommandNotFoundException
bdf,net/minecraft/client/gui/GuiDisconnected,net/minecraft/client/gui/GuiDisconnected
bdi,net/minecraft/client/gui/GuiSleepMP,net/minecraft/client/gui/GuiSleepMP
ci,net/minecraft/command/WrongUsageException,net/minecraft/command/WrongUsageException
bdh,net/minecraft/client/gui/GuiErrorScreen,net/minecraft/client/gui/GuiErrorScreen
ck,net/minecraft/dispenser/IBlockSource,net/minecraft/dispenser/IBlockSource
bdk,net/minecraft/client/gui/GuiLanguage$List,net/minecraft/client/gui/GuiLanguage$List
cl,net/minecraft/block/BlockSourceImpl,net/minecraft/block/BlockSourceImpl
bdj,net/minecraft/client/gui/GuiLanguage,net/minecraft/client/gui/GuiLanguage
cm,net/minecraft/dispenser/BehaviorDefaultDispenseItem,net/minecraft/dispenser/BehaviorDefaultDispenseItem
bdm,net/minecraft/client/gui/GuiOptions,net/minecraft/client/gui/GuiOptions
cn,net/minecraft/util/RegistryNamespacedDefaultedByKey,net/minecraft/util/RegistryNamespacedDefaultedByKey
co,net/minecraft/util/RegistryDefaulted,net/minecraft/util/RegistryDefaulted
bdo,net/minecraft/client/gui/GuiMemoryErrorScreen,net/minecraft/client/gui/GuiMemoryErrorScreen
cp,net/minecraft/dispenser/IBehaviorDispenseItem,net/minecraft/dispenser/IBehaviorDispenseItem
bdn,net/minecraft/client/gui/GuiOptions$1,net/minecraft/client/gui/GuiOptions$1
cq,net/minecraft/dispenser/IBehaviorDispenseItem$1,net/minecraft/dispenser/IBehaviorDispenseItem$1
bdq,net/minecraft/client/gui/GuiFlatPresets,net/minecraft/client/gui/GuiFlatPresets
cr,net/minecraft/util/EnumFacing,net/minecraft/util/EnumFacing
bdp,net/minecraft/client/gui/GuiIngameMenu,net/minecraft/client/gui/GuiIngameMenu
bds,net/minecraft/client/gui/GuiFlatPresets$ListSlot,net/minecraft/client/gui/GuiFlatPresets$ListSlot
cs,net/minecraft/util/IObjectIntIterable,net/minecraft/util/IObjectIntIterable
ct,net/minecraft/util/ObjectIntIdentityMap,net/minecraft/util/ObjectIntIdentityMap
bdr,net/minecraft/client/gui/GuiFlatPresets$LayerItem,net/minecraft/client/gui/GuiFlatPresets$LayerItem
bdu,net/minecraft/client/gui/GuiDownloadTerrain,net/minecraft/client/gui/GuiDownloadTerrain
cu,net/minecraft/dispenser/ILocatableSource,net/minecraft/dispenser/ILocatableSource
bdt,net/minecraft/client/gui/GuiScreenWorking,net/minecraft/client/gui/GuiScreenWorking
cv,net/minecraft/dispenser/ILocation,net/minecraft/dispenser/ILocation
cw,net/minecraft/util/RegistryNamespaced,net/minecraft/util/RegistryNamespaced
bdw,net/minecraft/client/gui/GuiScreen,net/minecraft/client/gui/GuiScreen
cx,net/minecraft/dispenser/IPosition,net/minecraft/dispenser/IPosition
bdv,net/minecraft/client/gui/GuiRenameWorld,net/minecraft/client/gui/GuiRenameWorld
cy,net/minecraft/dispenser/PositionImpl,net/minecraft/dispenser/PositionImpl
bdy,net/minecraft/client/gui/GuiSelectWorld$List,net/minecraft/client/gui/GuiSelectWorld$List
cz,net/minecraft/util/IRegistry,net/minecraft/util/IRegistry
bdx,net/minecraft/client/gui/GuiSelectWorld,net/minecraft/client/gui/GuiSelectWorld
bdz,net/minecraft/client/gui/GuiShareToLan,net/minecraft/client/gui/GuiShareToLan
da,net/minecraft/util/RegistrySimple,net/minecraft/util/RegistrySimple
beb,net/minecraft/client/gui/GuiSnooper$List,net/minecraft/client/gui/GuiSnooper$List
bea,net/minecraft/client/gui/GuiSnooper,net/minecraft/client/gui/GuiSnooper
dd,net/minecraft/util/StatCollector,net/minecraft/util/StatCollector
bed,net/minecraft/client/gui/GuiScreenOptionsSounds$Button,net/minecraft/client/gui/GuiScreenOptionsSounds$Button
bec,net/minecraft/client/gui/GuiScreenOptionsSounds,net/minecraft/client/gui/GuiScreenOptionsSounds
de,net/minecraft/util/StringTranslate,net/minecraft/util/StringTranslate
df,net/minecraft/nbt/NBTTagByteArray,net/minecraft/nbt/NBTTagByteArray
bef,net/minecraft/client/gui/GuiVideoSettings,net/minecraft/client/gui/GuiVideoSettings
dg,net/minecraft/nbt/NBTTagByte,net/minecraft/nbt/NBTTagByte
bee,net/minecraft/client/gui/GuiMainMenu,net/minecraft/client/gui/GuiMainMenu
dh,net/minecraft/nbt/NBTTagCompound,net/minecraft/nbt/NBTTagCompound
beh,net/minecraft/client/gui/achievement/GuiAchievement,net/minecraft/client/gui/achievement/GuiAchievement
beg,net/minecraft/client/gui/GuiWinGame,net/minecraft/client/gui/GuiWinGame
di,net/minecraft/nbt/NBTTagCompound$1,net/minecraft/nbt/NBTTagCompound$1
dj,net/minecraft/nbt/NBTTagCompound$2,net/minecraft/nbt/NBTTagCompound$2
bej,net/minecraft/client/gui/achievement/GuiStats,net/minecraft/client/gui/achievement/GuiStats
bei,net/minecraft/client/gui/achievement/GuiAchievements,net/minecraft/client/gui/achievement/GuiAchievements
dk,net/minecraft/nbt/NBTTagDouble,net/minecraft/nbt/NBTTagDouble
bel,net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1,net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1
dl,net/minecraft/nbt/NBTTagEnd,net/minecraft/nbt/NBTTagEnd
bek,net/minecraft/client/gui/achievement/GuiStats$StatsBlock,net/minecraft/client/gui/achievement/GuiStats$StatsBlock
dm,net/minecraft/nbt/NBTTagFloat,net/minecraft/nbt/NBTTagFloat
dn,net/minecraft/nbt/NBTTagIntArray,net/minecraft/nbt/NBTTagIntArray
ben,net/minecraft/client/gui/achievement/GuiStats$StatsItem,net/minecraft/client/gui/achievement/GuiStats$StatsItem
bem,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral
dp,net/minecraft/nbt/NBTTagInt,net/minecraft/nbt/NBTTagInt
bep,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList
dq,net/minecraft/nbt/NBTTagList,net/minecraft/nbt/NBTTagList
beo,net/minecraft/client/gui/achievement/GuiStats$StatsItem$1,net/minecraft/client/gui/achievement/GuiStats$StatsItem$1
dr,net/minecraft/nbt/NBTTagLong,net/minecraft/nbt/NBTTagLong
ber,net/minecraft/client/gui/IProgressMeter,net/minecraft/client/gui/IProgressMeter
beq,net/minecraft/client/gui/achievement/GuiStats$Stats,net/minecraft/client/gui/achievement/GuiStats$Stats
ds,net/minecraft/nbt/NBTSizeTracker,net/minecraft/nbt/NBTSizeTracker
dt,net/minecraft/nbt/NBTSizeTracker$1,net/minecraft/nbt/NBTSizeTracker$1
bet,net/minecraft/client/gui/GuiKeyBindingList$1,net/minecraft/client/gui/GuiKeyBindingList$1
du,net/minecraft/nbt/CompressedStreamTools,net/minecraft/nbt/CompressedStreamTools
bes,net/minecraft/client/gui/GuiKeyBindingList,net/minecraft/client/gui/GuiKeyBindingList
bev,net/minecraft/client/gui/GuiKeyBindingList$KeyEntry,net/minecraft/client/gui/GuiKeyBindingList$KeyEntry
dv,net/minecraft/nbt/NBTUtil,net/minecraft/nbt/NBTUtil
dw,net/minecraft/nbt/NBTTagShort,net/minecraft/nbt/NBTTagShort
beu,net/minecraft/client/gui/GuiKeyBindingList$CategoryEntry,net/minecraft/client/gui/GuiKeyBindingList$CategoryEntry
dx,net/minecraft/nbt/NBTTagString,net/minecraft/nbt/NBTTagString
bex,net/minecraft/client/gui/inventory/GuiContainer,net/minecraft/client/gui/inventory/GuiContainer
dy,net/minecraft/nbt/NBTBase,net/minecraft/nbt/NBTBase
bew,net/minecraft/client/gui/GuiControls,net/minecraft/client/gui/GuiControls
dz,net/minecraft/nbt/NBTBase$NBTPrimitive,net/minecraft/nbt/NBTBase$NBTPrimitive
bez,net/minecraft/client/gui/inventory/GuiBeacon,net/minecraft/client/gui/inventory/GuiBeacon
bey,net/minecraft/client/gui/GuiRepair,net/minecraft/client/gui/GuiRepair
ea,net/minecraft/nbt/NBTException,net/minecraft/nbt/NBTException
bfa,net/minecraft/client/gui/inventory/GuiBeacon$CancelButton,net/minecraft/client/gui/inventory/GuiBeacon$CancelButton
eb,net/minecraft/nbt/JsonToNBT,net/minecraft/nbt/JsonToNBT
bfc,net/minecraft/client/gui/inventory/GuiBeacon$PowerButton,net/minecraft/client/gui/inventory/GuiBeacon$PowerButton
ec,net/minecraft/nbt/JsonToNBT$Any,net/minecraft/nbt/JsonToNBT$Any
ed,net/minecraft/nbt/JsonToNBT$Compound,net/minecraft/nbt/JsonToNBT$Compound
bfb,net/minecraft/client/gui/inventory/GuiBeacon$ConfirmButton,net/minecraft/client/gui/inventory/GuiBeacon$ConfirmButton
ee,net/minecraft/nbt/JsonToNBT$List,net/minecraft/nbt/JsonToNBT$List
bfe,net/minecraft/client/gui/GuiScreenBook,net/minecraft/client/gui/GuiScreenBook
ef,net/minecraft/nbt/JsonToNBT$Primitive,net/minecraft/nbt/JsonToNBT$Primitive
bfd,net/minecraft/client/gui/inventory/GuiBeacon$Button,net/minecraft/client/gui/inventory/GuiBeacon$Button
eg,net/minecraft/network/NettyEncryptionTranslator,net/minecraft/network/NettyEncryptionTranslator
bfg,net/minecraft/client/gui/inventory/GuiBrewingStand,net/minecraft/client/gui/inventory/GuiBrewingStand
bff,net/minecraft/client/gui/GuiScreenBook$NextPageButton,net/minecraft/client/gui/GuiScreenBook$NextPageButton
eh,net/minecraft/network/NettyEncryptingDecoder,net/minecraft/network/NettyEncryptingDecoder
ei,net/minecraft/network/NettyEncryptingEncoder,net/minecraft/network/NettyEncryptingEncoder
bfi,net/minecraft/client/gui/inventory/GuiChest,net/minecraft/client/gui/inventory/GuiChest
